Time,Conso_resident,Conso_bureau,Conso_ecole,Conso_tot
2023-07-01 00:00:00,3.88,0.4,0.3,4.58
2023-07-01 00:15:00,3.7125,0.87,0.3,4.882499999999999
2023-07-01 00:30:00,3.545,1.34,0.3,5.185
2023-07-01 00:45:00,3.3775,1.81,0.3,5.4875
2023-07-01 01:00:00,3.21,2.28,0.3,5.79
2023-07-01 01:15:00,3.7475,2.7625,0.3,6.81
2023-07-01 01:30:00,4.285,3.245,0.3,7.83
2023-07-01 01:45:00,4.8225,3.7275,0.3,8.850000000000001
2023-07-01 02:00:00,5.36,4.21,0.3,9.87
2023-07-01 02:15:00,5.7175,3.7625,0.5549999999999999,10.035
2023-07-01 02:30:00,6.075,3.315,0.81,10.2
2023-07-01 02:45:00,6.4325,2.8675,1.065,10.365
2023-07-01 03:00:00,6.79,2.42,1.32,10.53
2023-07-01 03:15:00,7.7275,1.99,1.22,10.9375
2023-07-01 03:30:00,8.665,1.56,1.12,11.345
2023-07-01 03:45:00,9.6025,1.13,1.02,11.752499999999998
2023-07-01 04:00:00,10.54,0.7,0.92,12.159999999999998
2023-07-01 04:15:00,10.9225,0.9175,0.765,12.605
2023-07-01 04:30:00,11.305,1.135,0.61,13.05
2023-07-01 04:45:00,11.6875,1.3525,0.4549999999999999,13.495
2023-07-01 05:00:00,12.07,1.57,0.3,13.94
2023-07-01 05:15:00,13.06,1.3525,0.3,14.712500000000002
2023-07-01 05:30:00,14.05,1.135,0.3,15.485
2023-07-01 05:45:00,15.04,0.9175,0.3,16.2575
2023-07-01 06:00:00,16.03,0.7,0.3,17.03
2023-07-01 06:15:00,16.37,1.5599999999999998,0.255,18.185
2023-07-01 06:30:00,16.71,2.42,0.21,19.340000000000003
2023-07-01 06:45:00,17.05,3.28,0.1649999999999999,20.495
2023-07-01 07:00:00,17.39,4.14,0.12,21.65
2023-07-01 07:15:00,17.01,6.0225,0.7025,23.735000000000003
2023-07-01 07:30:00,16.63,7.904999999999999,1.285,25.82
2023-07-01 07:45:00,16.25,9.7875,1.8675,27.905
2023-07-01 08:00:00,15.87,11.67,2.45,29.99
2023-07-01 08:15:00,14.9325,11.89,2.8150000000000004,29.6375
2023-07-01 08:30:00,13.995,12.11,3.18,29.285
2023-07-01 08:45:00,13.0575,12.33,3.545,28.9325
2023-07-01 09:00:00,12.12,12.55,3.91,28.58
2023-07-01 09:15:00,11.625,12.895,3.8925,28.4125
2023-07-01 09:30:00,11.13,13.24,3.875,28.245
2023-07-01 09:45:00,10.635,13.585,3.8575,28.0775
2023-07-01 10:00:00,10.14,13.93,3.84,27.91
2023-07-01 10:15:00,8.7575,14.66,3.6025,27.02
2023-07-01 10:30:00,7.375,15.39,3.365,26.130000000000003
2023-07-01 10:45:00,5.992500000000001,16.12,3.1275,25.24
2023-07-01 11:00:00,4.61,16.85,2.89,24.35
2023-07-01 11:15:00,4.19,15.777500000000002,2.7,22.6675
2023-07-01 11:30:00,3.770000000000001,14.705000000000002,2.51,20.985
2023-07-01 11:45:00,3.35,13.6325,2.32,19.3025
2023-07-01 12:00:00,2.93,12.56,2.13,17.62
2023-07-01 12:15:00,3.3200000000000003,12.45,2.205,17.975
2023-07-01 12:30:00,3.71,12.34,2.28,18.33
2023-07-01 12:45:00,4.1,12.23,2.355,18.685
2023-07-01 13:00:00,4.49,12.12,2.43,19.04
2023-07-01 13:15:00,4.995,11.9225,2.1675,19.085
2023-07-01 13:30:00,5.5,11.725,1.905,19.130000000000003
2023-07-01 13:45:00,6.005,11.5275,1.6425,19.175
2023-07-01 14:00:00,6.51,11.33,1.38,19.22
2023-07-01 14:15:00,6.234999999999999,11.0875,1.7999999999999998,19.1225
2023-07-01 14:30:00,5.96,10.845,2.22,19.025
2023-07-01 14:45:00,5.6850000000000005,10.6025,2.64,18.9275
2023-07-01 15:00:00,5.41,10.36,3.06,18.83
2023-07-01 15:15:00,6.38,11.1775,2.37,19.9275
2023-07-01 15:30:00,7.35,11.995,1.68,21.025
2023-07-01 15:45:00,8.32,12.8125,0.9899999999999998,22.1225
2023-07-01 16:00:00,9.29,13.63,0.3,23.22
2023-07-01 16:15:00,9.7,12.3525,1.04,23.0925
2023-07-01 16:30:00,10.11,11.075,1.78,22.965
2023-07-01 16:45:00,10.52,9.7975,2.52,22.8375
2023-07-01 17:00:00,10.93,8.52,3.26,22.71
2023-07-01 17:15:00,12.26,9.3875,3.185,24.8325
2023-07-01 17:30:00,13.59,10.255,3.11,26.955
2023-07-01 17:45:00,14.92,11.1225,3.035,29.0775
2023-07-01 18:00:00,16.25,11.99,2.96,31.200000000000003
2023-07-01 18:15:00,17.75,9.055,2.295,29.1
2023-07-01 18:30:00,19.25,6.12,1.63,27.0
2023-07-01 18:45:00,20.75,3.1850000000000005,0.965,24.9
2023-07-01 19:00:00,22.25,0.25,0.3,22.8
2023-07-01 19:15:00,22.0675,1.5625,1.3125,24.9425
2023-07-01 19:30:00,21.885,2.875,2.325,27.085
2023-07-01 19:45:00,21.7025,4.1875,3.3374999999999995,29.2275
2023-07-01 20:00:00,21.52,5.5,4.35,31.37
2023-07-01 20:15:00,21.7,5.7025,3.3374999999999995,30.74
2023-07-01 20:30:00,21.88,5.904999999999999,2.325,30.11
2023-07-01 20:45:00,22.06,6.1075,1.3125,29.48
2023-07-01 21:00:00,22.24,6.31,0.3,28.85
2023-07-01 21:15:00,21.2725,4.9075,0.5974999999999999,26.7775
2023-07-01 21:30:00,20.305,3.505,0.895,24.705
2023-07-01 21:45:00,19.3375,2.1025,1.1925,22.6325
2023-07-01 22:00:00,18.37,0.7,1.49,20.56
2023-07-01 22:15:00,16.765,0.9375,1.9475,19.65
2023-07-01 22:30:00,15.16,1.1749999999999998,2.405,18.74
2023-07-01 22:45:00,13.555,1.4125,2.8625,17.83
2023-07-01 23:00:00,11.95,1.65,3.32,16.919999999999998
2023-07-01 23:15:00,10.215,1.73,2.665,14.61
2023-07-01 23:30:00,8.48,1.81,2.01,12.3
2023-07-01 23:45:00,6.744999999999999,1.89,1.3549999999999998,9.99
