Time,Conso_resident,Conso_bureau,Conso_ecole,Conso_tot
2023-07-03 00:00:00,4.95,12.38,0.3,17.630000000000003
2023-07-03 00:15:00,5.1825,9.9925,0.3,15.475
2023-07-03 00:30:00,5.415,7.605,0.3,13.32
2023-07-03 00:45:00,5.6475,5.2175,0.3,11.165
2023-07-03 01:00:00,5.88,2.83,0.3,9.010000000000002
2023-07-03 01:15:00,5.8025,3.9075,0.7374999999999999,10.447500000000002
2023-07-03 01:30:00,5.725,4.984999999999999,1.1749999999999998,11.884999999999998
2023-07-03 01:45:00,5.6475,6.0625,1.6124999999999998,13.322500000000002
2023-07-03 02:00:00,5.57,7.14,2.05,14.760000000000002
2023-07-03 02:15:00,5.4825,7.9725,1.9125,15.3675
2023-07-03 02:30:00,5.395,8.805,1.775,15.975
2023-07-03 02:45:00,5.3075,9.6375,1.6375,16.5825
2023-07-03 03:00:00,5.22,10.47,1.5,17.19
2023-07-03 03:15:00,6.1775,9.15,1.56,16.8875
2023-07-03 03:30:00,7.135,7.83,1.62,16.585
2023-07-03 03:45:00,8.092500000000001,6.510000000000001,1.68,16.282500000000002
2023-07-03 04:00:00,9.05,5.19,1.74,15.980000000000002
2023-07-03 04:15:00,10.385000000000002,4.755000000000001,1.625,16.765
2023-07-03 04:30:00,11.72,4.32,1.51,17.55
2023-07-03 04:45:00,13.055,3.885,1.395,18.335
2023-07-03 05:00:00,14.39,3.45,1.28,19.12
2023-07-03 05:15:00,14.2975,4.1225000000000005,0.9825,19.402500000000003
2023-07-03 05:30:00,14.205,4.795,0.685,19.685
2023-07-03 05:45:00,14.1125,5.467499999999999,0.3875,19.9675
2023-07-03 06:00:00,14.02,6.14,0.09,20.25
2023-07-03 06:15:00,15.1625,6.342499999999999,0.68,22.185
2023-07-03 06:30:00,16.305,6.545,1.2700000000000002,24.12
2023-07-03 06:45:00,17.447499999999998,6.7475000000000005,1.8600000000000003,26.055
2023-07-03 07:00:00,18.59,6.95,2.45,27.99
2023-07-03 07:15:00,17.6775,17.6575,5.0,40.335
2023-07-03 07:30:00,16.765,28.365,7.55,52.67999999999999
2023-07-03 07:45:00,15.8525,39.072500000000005,10.1,65.025
2023-07-03 08:00:00,14.94,49.78,12.65,77.37
2023-07-03 08:15:00,14.01,49.5925,12.02,75.6225
2023-07-03 08:30:00,13.08,49.405,11.39,73.875
2023-07-03 08:45:00,12.15,49.2175,10.760000000000002,72.1275
2023-07-03 09:00:00,11.22,49.03,10.13,70.38
2023-07-03 09:15:00,10.48,49.8625,9.7175,70.06
2023-07-03 09:30:00,9.74,50.695,9.305,69.74000000000001
2023-07-03 09:45:00,9.0,51.5275,8.8925,69.42
2023-07-03 10:00:00,8.26,52.36,8.48,69.1
2023-07-03 10:15:00,7.717499999999999,51.685,8.02,67.4225
2023-07-03 10:30:00,7.175,51.01,7.56,65.74499999999999
2023-07-03 10:45:00,6.6325,50.335,7.1,64.0675
2023-07-03 11:00:00,6.09,49.66,6.64,62.39
2023-07-03 11:15:00,5.995,50.4975,7.467499999999999,63.96
2023-07-03 11:30:00,5.9,51.335,8.295,65.52999999999999
2023-07-03 11:45:00,5.805,52.1725,9.1225,67.1
2023-07-03 12:00:00,5.71,53.01,9.95,68.67
2023-07-03 12:15:00,6.15,52.745,10.3675,69.26249999999999
2023-07-03 12:30:00,6.59,52.48,10.785,69.855
2023-07-03 12:45:00,7.029999999999999,52.215,11.2025,70.4475
2023-07-03 13:00:00,7.47,51.95,11.62,71.04
2023-07-03 13:15:00,6.5375,50.28,11.9675,68.785
